member_id,party_id,name,gender,district,birthdate
Q9H5708M,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1947-05-04
1MU99298,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1957-02-15
1WE5693J,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1965-03-20
P0F1530P,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1962-08-21
TVF3669B,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1963-01-11
F5U2979W,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1961-12-10
NUB4941Z,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1974-07-01
09I2323E,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1963-09-06
JEZ3130Q,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1975-03-25
PO64874I,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1963-11-12
M6H1705E,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1962-11-24
52P3934K,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1964-12-17
6AR6743G,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1958-10-20
04T3751T,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1958-11-05
JVB6983V,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1971-05-14
0827740Q,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1957-08-03
J2O8643H,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1955-09-27
8VY63414,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1957-07-12
NCP9875N,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1992-08-09
FJK3396E,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1962-04-05
GOC54665,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1967-01-10
4U29186R,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1962-02-12
TZ228122,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1970-12-20
VRY5522V,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1961-06-15
O6D8329R,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1961-04-18
K3W33496,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1957-03-26
B7H6207C,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1960-08-30
W4X85128,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1961-03-18
N4R2421C,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1953-10-18
7R156073,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1963-04-27
BLC8630L,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1952-01-25
HXT76735,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1973-03-20
X3170462,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1959-04-19
IL74008M,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1969-04-23
DAN6731C,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1958-08-01
FU87526G,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1964-01-07
40S1959J,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1964-12-07
D0C85236,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1955-08-26
A3H7195R,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1966-11-10
PEP6922S,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1971-04-17
QUO78839,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1959-02-13
4019850M,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1962-11-19
6RD62559,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1966-09-26
6AU2417B,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1973-11-21
QKO6165V,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1956-09-16
BT62420K,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1967-05-10
6U243644,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1965-10-20
S824682L,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1969-10-08
QQP4727N,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1970-10-21
A2V51235,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1968-08-26
4X525582,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1983-11-06
CAA7713A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1962-12-23
HSS7466Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1967-02-17
MO52543L,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1948-09-02
0PK7354M,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1964-09-02
L7J93733,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1963-09-17
CT85313K,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1952-01-09
FOK3459D,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1959-08-03
TKJ4800F,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1964-11-11
XR24352K,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1964-09-16
MR210505,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1965-05-10
WFU14784,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1953-02-18
OW53107J,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1953-04-23
7XY7109I,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1963-03-19
17M85910,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1958-02-15
ZDR63255,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1954-06-03
RD42006Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1966-10-10
SQ36001H,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1963-10-02
CNW5754J,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1964-03-10
6EN68926,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1963-05-16
PAO22428,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1963-03-21
3249208I,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1965-12-20
LM13674V,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1960-12-20
G1570880,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1961-12-22
AFH96856,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1968-01-15
SRP7336N,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1958-07-24
M7O7878U,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1964-12-06
F5Y4026Q,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1980-11-17
SU53086M,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1959-02-20
TST4507I,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1961-04-29
ZA54991S,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1966-08-13
6MO8786S,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1962-02-02
YOG1280B,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1962-01-22
XEF29171,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1965-10-11
DV77269P,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1959-07-09
9V18755A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1962-09-06
VG24001G,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1961-11-15
KUO3574J,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1962-10-12
7O71647Z,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1971-05-14
PZA4062H,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1965-03-12
WHV3448W,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1967-04-04
8FB1535Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1963-01-10
8348421R,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1958-01-22
OIA3741M,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1966-11-25
MY318392,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1988-02-10
21N57758,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1968-12-14
GE71932C,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1990-04-12
V0O5343U,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1962-12-12
F0I5053J,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1950-10-01
XBT9550Q,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1957-09-18
RQQ3807K,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1968-01-20
9L57027L,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1961-06-17
8FC9697X,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1958-06-11
GX38539O,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1961-09-18
MU69217P,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1966-06-04
MRK4871S,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1971-06-23
0WL9321T,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1975-12-13
GP07421U,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1969-09-26
JMY9959W,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1960-08-17
7JC3239L,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1961-05-12
KNM3215T,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1965-02-10
MSY7784L,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1962-12-01
KFS1358P,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1969-09-07
9VR65006,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1964-10-07
XWX1513T,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1964-08-05
SE233396,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1955-02-10
ZRF3039U,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1961-09-10
ZDP5704Q,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1959-05-03
JC14718Q,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1961-03-03
40E3739H,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1960-07-28
8X15119P,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1962-11-01
M0A1658U,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1963-03-27
O7R5461J,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1957-01-09
IUL4848V,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1970-02-07
I7R13867,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1959-06-23
4A067125,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1965-02-28
AE685067,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1968-05-10
0767470D,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1952-12-20
QUM8288K,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1953-09-11
RO593601,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1972-09-04
OSV9142K,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1963-12-11
6YT83269,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1955-02-11
HKJ99607,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1957-03-18
ZYH1940A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1958-01-22
CFE3998F,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1963-01-30
WVU2479T,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1954-07-10
8KF7223D,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1961-11-04
WTR5885Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1985-02-10
D4L60530,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1969-11-03
0R68099X,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1969-05-14
S9U45255,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1967-08-15
1X376850,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1969-06-06
5UN9725L,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1978-06-23
GKD32201,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1964-12-15
9JF4562W,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1958-02-12
G7512472,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1964-02-01
DBA1057Z,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1960-03-20
16D7652C,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1963-03-20
DAV7257X,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1970-01-25
W1Q6753M,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1969-09-02
DWK26447,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1959-05-02
3ZR4438W,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1964-06-28
SZ51175J,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1977-01-06
7I09543O,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1963-05-14
IUD9392R,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1964-12-22
UQ282145,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1974-08-02
O0I2045I,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1973-01-05
HSW1214Q,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1957-05-30
FDC3144T,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1970-02-17
3RW63706,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1967-08-20
WDS6044S,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1955-05-27
TZP9391O,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1957-09-20
9S151177,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1978-11-03
QTW6852F,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1964-03-22
K5F2023J,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1952-04-16
CCU1009B,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1963-11-13
EVH1507C,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1963-05-11
IOW8224X,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1961-10-05
UM51067K,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1953-11-11
NLR6572J,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1953-10-10
4T026790,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1971-12-11
EH27538E,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1964-03-05
E6U4345C,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1965-08-05
FH777496,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1964-09-27
RPN2293B,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1983-10-12
KFM1081G,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1969-06-02
CZB4125D,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1967-04-13
2NV6751W,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1983-05-16
GAV6441G,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1987-04-08
DPZ7685X,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1972-10-21
TJW93720,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1991-10-26
9YO73104,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1971-04-20
71J2365L,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1966-07-15
BM63269Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1962-05-18
N9X9673B,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1955-05-05
USR7059P,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1958-01-26
DAY6557K,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1965-07-18
V429892C,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1961-09-10
VHK3402G,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1953-02-18
NZF1659U,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1954-04-10
LT72093S,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1957-08-14
LJK4960Z,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1965-07-15
TP066860,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1958-01-19
NQR1206Q,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1960-09-04
SBK1544B,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1958-05-16
2385336L,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1965-04-18
MD083627,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1964-01-08
UHB5553T,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1963-03-20
3425169D,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1958-06-03
PFG2137X,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1976-10-01
5KV82250,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1968-01-10
S741317G,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1955-09-14
YLS4431M,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1972-06-19
FYI20317,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1968-02-21
25I8709Q,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1968-07-19
MQU41854,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1961-05-20
CDL93608,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1962-09-17
IN328264,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1963-12-25
WJL30106,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1972-10-07
I434361W,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1956-08-29
Z6R3959C,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1963-08-04
T465023H,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1959-03-12
8SV6917G,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1960-12-10
Y7K5946R,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1982-04-03
68P7228G,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1967-05-14
3C23171A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1967-04-19
A494529E,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1971-02-15
ICH23251,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1968-05-05
I5I2468R,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1969-10-07
M7T9712V,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1967-07-11
8VJ8533R,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1960-07-25
YTA7297R,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1951-06-02
LPB30152,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1966-10-15
6RM29022,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1956-09-02
Z7Y7827F,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1966-02-27
3DK8989T,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1956-03-14
A0P4646G,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1962-10-23
QD25323M,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1979-06-01
G152611B,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1960-07-29
XJC13432,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1962-07-25
FGI27280,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1954-02-25
I0S53762,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1968-03-29
JQA21112,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1952-08-13
UB114374,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1958-05-20
H5476989,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1967-12-07
XPP2564T,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1965-01-08
